letter,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,thumb1,thumb2,index1,index2,index3,middle1,middle2,middle3,ring1,ring2,ring3,pinky1,pinky2,pinky3,palm
a,0.44025737047195435,0.5877988338470459,0.4710193872451782,0.5761152505874634,0.5051071047782898,0.5340473651885986,0.523029088973999,0.49239689111709595,0.5247610807418823,0.45412662625312805,0.49043041467666626,0.44873854517936707,0.5077111124992371,0.4444173574447632,0.49973201751708984,0.4898943603038788,0.4917357563972473,0.4965002238750458,0.4701237082481384,0.43663743138313293,0.48722782731056213,0.43949612975120544,0.47979235649108887,0.4918181002140045,0.47108539938926697,0.49131977558135986,0.44820648431777954,0.43795540928840637,0.4644806683063507,0.4412682056427002,0.46104395389556885,0.4922694265842438,0.4525562524795532,0.495061993598938,0.42533379793167114,0.4464210569858551,0.4411696791648865,0.4507092535495758,0.44335830211639404,0.4873291552066803,0.4365410804748535,0.4930655360221863,2.830621393952859,2.568863955212988,2.2808598722705415,1.128701311467533,2.308154492752389,1.8148479180112962,1.4170726096328834,1.7860756017624642,1.5508215695225132,1.5655758393187693,1.873023061352738,1.2341374446117555,1.82780720123538,1.9070180428654946,0.9897305368055859
a,0.43971961736679077,0.5896855592727661,0.470892071723938,0.5784723162651062,0.505352795124054,0.5359036922454834,0.5232848525047302,0.49391698837280273,0.524714469909668,0.4551595151424408,0.49232205748558044,0.4495483934879303,0.5079317688941956,0.445339560508728,0.500341534614563,0.49057096242904663,0.49276918172836304,0.5000066757202148,0.4717743396759033,0.43667441606521606,0.48759734630584717,0.43914008140563965,0.4800347089767456,0.49163636565208435,0.471659779548645,0.4937596619129181,0.44951266050338745,0.43710842728614807,0.46466225385665894,0.4426669180393219,0.46091583371162415,0.493558794260025,0.4529538154602051,0.49682101607322693,0.42651960253715515,0.44518065452575684,0.4417482316493988,0.45245105028152466,0.44339752197265625,0.4895913004875183,0.436978816986084,0.49482131004333496,2.8274610541791656,2.5576673535996473,2.3097660027103424,1.1303558049303661,2.4720585271247164,1.8398835605675468,1.4075075243996018,1.9631703356234476,1.480882692382404,1.644191797924456,1.9274423173051058,1.147451185670318,1.9119356179265918,1.921772714544764,1.0064075231092262
a,0.4409908354282379,0.5901209712028503,0.4714356064796448,0.5803685188293457,0.5063955187797546,0.538232684135437,0.5247249603271484,0.49658894538879395,0.5267174243927002,0.45825713872909546,0.4934449791908264,0.450161874294281,0.509706974029541,0.44712311029434204,0.5011063814163208,0.4926794171333313,0.4933338761329651,0.5005641579627991,0.4729529917240143,0.43666619062423706,0.48949140310287476,0.4412081241607666,0.48102307319641113,0.4941933751106262,0.4727499783039093,0.4940706789493561,0.45044830441474915,0.43722355365753174,0.466576486825943,0.4429628849029541,0.4624030888080597,0.49419400095939636,0.4542402923107147,0.4959549605846405,0.42710956931114197,0.44576817750930786,0.442961186170578,0.4543759822845459,0.44456854462623596,0.49168944358825684,0.4379553496837616,0.49571502208709717,2.83054693078051,2.569768241087752,2.263256368045957,1.142256732001726,2.4131483515760968,1.7721571516894326,1.4472275918066666,1.8392904660270748,1.4827619631489592,1.624533347458884,1.835375726479,1.1050282502349524,1.9436788444036859,1.8242561649828726,1.0003141132120197
a,0.4128762185573578,0.5860446691513062,0.4440373480319977,0.5654112100601196,0.47468116879463196,0.5205504298210144,0.49129101634025574,0.4748799204826355,0.4887898564338684,0.4355003833770752,0.4621991515159607,0.4580233693122864,0.47217464447021484,0.42616063356399536,0.4665103554725647,0.4729827642440796,0.4614458680152893,0.4845050275325775,0.44193241000175476,0.4509786367416382,0.4519083797931671,0.4220794439315796,0.4477303922176361,0.47802233695983887,0.4422794580459595,0.4807765781879425,0.42016106843948364,0.4525875151157379,0.43011799454689026,0.42539292573928833,0.4297090172767639,0.4785386919975281,0.42453670501708984,0.48425304889678955,0.39589840173721313,0.4579862356185913,0.40600481629371643,0.4376145601272583,0.41082650423049927,0.4730040431022644,0.40773430466651917,0.4829106032848358,2.833635284724934,2.4552032541024507,3.048936902943375,0.2960429322790997,2.6901337589907444,2.9564525170140903,0.4184247732858583,1.9797112034641495,2.661317019882122,0.5633341093354584,2.140517521184697,2.1873646063007657,0.960396155030563,2.3973490364075363,0.9576372376158205
a,0.4126805067062378,0.5859065651893616,0.44412338733673096,0.5654631853103638,0.4748954474925995,0.5203875303268433,0.4917014539241791,0.47498154640197754,0.4883714020252228,0.4363473057746887,0.4625415503978729,0.4575752019882202,0.4727209806442261,0.42635080218315125,0.466946542263031,0.4730473458766937,0.46188947558403015,0.48435407876968384,0.4422655403614044,0.45045748353004456,0.45185375213623047,0.4223053455352783,0.44764983654022217,0.47812318801879883,0.4423781633377075,0.48084723949432373,0.4206497073173523,0.4520408511161804,0.4301823079586029,0.4259999394416809,0.4296724200248718,0.47886428236961365,0.4247519373893738,0.4844331443309784,0.39673012495040894,0.45740121603012085,0.4065702259540558,0.43792611360549927,0.41091039776802063,0.4732973277568817,0.40765082836151123,0.482991099357605,2.8419611193602714,2.4075592837016937,3.0623806817283272,0.3088672752351722,2.6862229427378037,2.967533883592213,0.4113416098450112,1.9867665109679877,2.670111815599163,0.5597763982737655,2.154854402663721,2.192563625311911,0.9466225297735826,2.3880284529974642,0.9603604807496591
a,0.25451183319091797,0.6115058064460754,0.28925567865371704,0.6082420945167542,0.32917308807373047,0.5595760345458984,0.3453427851200104,0.49604153633117676,0.34225162863731384,0.4497940242290497,0.31672123074531555,0.48671412467956543,0.32038575410842896,0.4433845579624176,0.3117884695529938,0.5011094808578491,0.31135550141334534,0.5123726725578308,0.2936825156211853,0.4762590527534485,0.2972630262374878,0.43423011898994446,0.29177501797676086,0.50335693359375,0.2924521863460541,0.506890594959259,0.27113229036331177,0.47383543848991394,0.27202510833740234,0.44382211565971375,0.2697347104549408,0.5068978667259216,0.27244332432746887,0.5090802311897278,0.24779194593429565,0.47157275676727295,0.2482757270336151,0.4580347239971161,0.2503882646560669,0.5018523931503296,0.25399401783943176,0.5060912370681763,2.5968051942189763,2.5984328446132636,2.5656706663074993,0.1095999295486266,2.9509914924760965,2.8164160225953356,0.010096930015760942,2.673030488618193,2.983010142053328,0.011629942955490732,1.9318543045644057,2.9929828722403307,0.1489448299563929,2.2405495783015414,0.9194116612683708
a,0.11176283657550812,0.57798832654953,0.13833682239055634,0.5659815669059753,0.16724739968776703,0.4949468970298767,0.1727033108472824,0.4255589246749878,0.16224874556064606,0.3847864270210266,0.15246173739433289,0.42998674511909485,0.1437670886516571,0.38537728786468506,0.14124660193920135,0.44021672010421753,0.14584167301654816,0.46507301926612854,0.13113969564437866,0.4328957200050354,0.12304177135229111,0.3906504511833191,0.12543874979019165,0.4569454789161682,0.13155710697174072,0.4752393662929535,0.11237401515245438,0.4397837817668915,0.10289999842643738,0.4077925384044647,0.10715976357460022,0.46960189938545227,0.1140955463051796,0.48633426427841187,0.09359635412693024,0.44797515869140625,0.08700264990329742,0.4274142384529114,0.09085334837436676,0.471685528755188,0.09656153619289398,0.4868912696838379,2.654125728099691,2.575004521388434,2.3533353410447044,0.4150806162670848,2.7425355697950846,2.580052658828879,0.26424737741423804,2.6693614636854304,2.649125789069392,0.362692271029157,2.6284335548185784,2.866912699807761,0.3647418987925166,2.7065170577615767,1.0441953770229944
a,0.49495986104011536,0.8646498322486877,0.526942253112793,0.8220596313476562,0.5501567721366882,0.7563846707344055,0.56193608045578,0.7057894468307495,0.5611053109169006,0.662746787071228,0.5108435750007629,0.6718568205833435,0.5450646281242371,0.6661694645881653,0.5463116765022278,0.7197421789169312,0.5358583927154541,0.7349650859832764,0.4906996488571167,0.6731390357017517,0.5309101939201355,0.6779244542121887,0.5314140319824219,0.7383538484573364,0.5194908976554871,0.7471597194671631,0.4732344150543213,0.6894102692604065,0.513787031173706,0.6975297927856445,0.5147019028663635,0.755575954914093,0.5026376247406006,0.7658474445343018,0.45854756236076355,0.7157253623008728,0.4942682087421417,0.7199578881263733,0.49876558780670166,0.7601026296615601,0.4890074133872986,0.772773027420044,2.9729760764419164,2.714867934903189,1.8094423095576992,1.518941687114575,2.2157510280077783,1.464426893528945,1.652460556837303,1.9497172309507713,1.2417111054177434,1.7109609831912111,1.9894182593775764,1.0942118507229148,1.833938771869088,2.005026345340318,1.079130922143595
a,0.2086486965417862,0.5792384743690491,0.23135827481746674,0.5886712074279785,0.2676299214363098,0.5608558058738708,0.28591758012771606,0.5122961401939392,0.28437089920043945,0.4696042537689209,0.2712283134460449,0.4802992343902588,0.2674204409122467,0.44966062903404236,0.25577837228775024,0.4977429211139679,0.25930556654930115,0.5106217265129089,0.25438302755355835,0.463955819606781,0.2488696277141571,0.43629375100135803,0.2388133853673935,0.49358564615249634,0.2453964799642563,0.4989040195941925,0.23685209453105927,0.4528334140777588,0.23017671704292297,0.4303862154483795,0.22212427854537964,0.48106056451797485,0.22918380796909332,0.48826053738594055,0.21835997700691223,0.44171223044395447,0.21242831647396088,0.4294387400150299,0.20891334116458893,0.4654976725578308,0.2144099771976471,0.474886953830719,2.5680136859131455,2.4873030334875885,2.080224848545637,0.6239323210725062,2.2820099961691502,2.186807827836467,0.6430023586154148,1.6948597100084049,2.2776461753705117,0.7616502428805519,1.8163215060942866,2.3069087437011495,0.8813923509128408,2.164642775031815,1.1104035126144083
a,0.20534713566303253,0.46974581480026245,0.2732837498188019,0.46299850940704346,0.3553489148616791,0.3719160258769989,0.3968997895717621,0.2583860456943512,0.3968479037284851,0.16492962837219238,0.34245312213897705,0.22858145833015442,0.3582313358783722,0.13632354140281677,0.33423179388046265,0.24482181668281555,0.3262290358543396,0.28128117322921753,0.2993348240852356,0.20356613397598267,0.3129845857620239,0.11568380892276764,0.29472583532333374,0.24944838881492615,0.29084810614585876,0.2732752859592438,0.25409796833992004,0.19504112005233765,0.2618812918663025,0.12512855231761932,0.2506650984287262,0.25396928191185,0.2504061758518219,0.27626869082450867,0.20577481389045715,0.1918843537569046,0.21404606103897095,0.1494172215461731,0.2132415920495987,0.23980753123760223,0.2144857496023178,0.2613283395767212,2.705729156707681,2.563773997541022,2.646034416954167,0.07950548169824818,3.1389734372858515,2.8504409409941682,0.03134557904944167,3.098020503546961,3.0313746676524396,0.041847944847089265,3.008686056366397,2.810994702260956,0.31751345244916573,3.023354839907682,0.946763438327489
